AgeCat Cor Gen Rep Ref varE
pBM6 0.691619784293 58 0 10K 0.5
potomciNP0 0.78487789869 58 0 10K 0.5
telF1 0.51170011111 58 0 10K 0.5
genTest1 0.924679061891 59 0 10K 0.5
gpb2 -0.455198105766 59 0 10K 0.5
gpb3 0.190117990514 59 0 10K 0.5
gpb4 0.924148346284 59 0 10K 0.5
gpb5 0.913208598071 59 0 10K 0.5
k3 0.761347988672 59 0 10K 0.5
k5 0.839405744369 59 0 10K 0.5
pBM4 0.376121542723 59 0 10K 0.5
pBM5 0.819069256524 59 0 10K 0.5
pBM6 0.471289267891 59 0 10K 0.5
potomciNP0 0.753127429098 59 0 10K 0.5
telF1 0.527641968511 59 0 10K 0.5
genTest1 0.950436839958 60 0 10K 0.5
gpb2 0.962943191714 60 0 10K 0.5
gpb3 -0.513868008844 60 0 10K 0.5
gpb4 -0.503882571535 60 0 10K 0.5
gpb5 0.985659821847 60 0 10K 0.5
k3 0.7833190571 60 0 10K 0.5
k5 0.851898867613 60 0 10K 0.5
pBM4 0.623230099381 60 0 10K 0.5
pBM5 0.500601494063 60 0 10K 0.5
pBM6 0.829723698562 60 0 10K 0.5
potomciNP0 0.525791137791 60 0 10K 0.5
telF1 0.488268920566 60 0 10K 0.5
k3 0.793199603744 21 0 10K 0.6
k5 0.693529913753 21 0 10K 0.6
pBM4 0.762849820715 21 0 10K 0.6
pBM5 0.591466069339 21 0 10K 0.6
pBM6 0.691009956219 21 0 10K 0.6
potomciNP0 0.268178292175 21 0 10K 0.6
telF1 0.304836435397 21 0 10K 0.6
k3 0.744357716807 22 0 10K 0.6
k5 0.732495421153 22 0 10K 0.6
pBM4 0.324386269386 22 0 10K 0.6
pBM5 0.775824203703 22 0 10K 0.6
pBM6 0.697768169924 22 0 10K 0.6
potomciNP0 0.397773960636 22 0 10K 0.6
telF1 0.269591750954 22 0 10K 0.6
k3 0.740045952181 23 0 10K 0.6
k5 0.810216203971 23 0 10K 0.6
pBM4 0.509460592651 23 0 10K 0.6
pBM5 0.354193654616 23 0 10K 0.6
pBM6 0.798137448956 23 0 10K 0.6
potomciNP0 0.20142472262 23 0 10K 0.6
telF1 0.326091794788 23 0 10K 0.6
k3 0.767314102659 24 0 10K 0.6
k5 0.76815065613 24 0 10K 0.6
pBM4 0.587289297533 24 0 10K 0.6
pBM5 0.508721186607 24 0 10K 0.6
pBM6 0.387503374584 24 0 10K 0.6
potomciNP0 0.354746171629 24 0 10K 0.6
telF1 0.518681986781 24 0 10K 0.6
k3 0.748086964343 25 0 10K 0.6
k5 0.749866075188 25 0 10K 0.6
pBM4 0.523217534972 25 0 10K 0.6
pBM5 0.608803171093 25 0 10K 0.6
pBM6 0.570347161122 25 0 10K 0.6
potomciNP0 0.549587009271 25 0 10K 0.6
telF1 0.543131422888 25 0 10K 0.6
k3 0.745639403751 26 0 10K 0.6
k5 0.769948479373 26 0 10K 0.6
pBM4 0.257520892419 26 0 10K 0.6
pBM5 0.511342564388 26 0 10K 0.6
pBM6 0.586353356716 26 0 10K 0.6
potomciNP0 0.400003163731 26 0 10K 0.6
telF1 0.565951942826 26 0 10K 0.6
k3 0.757456367979 27 0 10K 0.6
k5 0.759991546802 27 0 10K 0.6
pBM4 0.278504928787 27 0 10K 0.6
pBM5 0.338658396601 27 0 10K 0.6
pBM6 0.467775282641 27 0 10K 0.6
potomciNP0 0.40916818243 27 0 10K 0.6
telF1 0.473317530947 27 0 10K 0.6
k3 0.760132859866 28 0 10K 0.6
k5 0.750674511763 28 0 10K 0.6
pBM4 0.221230470435 28 0 10K 0.6
pBM5 0.275009714232 28 0 10K 0.6
pBM6 0.35370536911 28 0 10K 0.6
potomciNP0 0.359166603375 28 0 10K 0.6
telF1 0.530537900176 28 0 10K 0.6
k3 0.737084122172 29 0 10K 0.6
k5 0.762579137835 29 0 10K 0.6
pBM4 0.275082078748 29 0 10K 0.6
pBM5 0.273267265544 29 0 10K 0.6
pBM6 0.295369145999 29 0 10K 0.6
potomciNP0 0.485802881596 29 0 10K 0.6
telF1 0.499937250991 29 0 10K 0.6
k3 0.727639216442 30 0 10K 0.6
k5 0.760641844005 30 0 10K 0.6
pBM4 0.435646632864 30 0 10K 0.6
pBM5 0.209915454829 30 0 10K 0.6
pBM6 0.27076315758 30 0 10K 0.6
potomciNP0 0.505832987333 30 0 10K 0.6
telF1 0.508068583238 30 0 10K 0.6
k3 0.705278526632 31 0 10K 0.6
k5 0.739605881906 31 0 10K 0.6
pBM4 0.472804407045 31 0 10K 0.6
pBM5 0.47607494141 31 0 10K 0.6
pBM6 0.237560933932 31 0 10K 0.6
potomciNP0 0.460625272006 31 0 10K 0.6
telF1 0.534774751314 31 0 10K 0.6
k3 0.720838383306 32 0 10K 0.6
k5 0.731551254113 32 0 10K 0.6
pBM4 0.460630125198 32 0 10K 0.6
pBM5 0.408651025769 32 0 10K 0.6
pBM6 0.41760030913 32 0 10K 0.6
potomciNP0 0.46694744238 32 0 10K 0.6
telF1 0.506983011595 32 0 10K 0.6
k3 0.721501249199 33 0 10K 0.6
k5 0.721000754877 33 0 10K 0.6
pBM4 0.467584809311 33 0 10K 0.6
pBM5 0.441355621837 33 0 10K 0.6
pBM6 0.448185491726 33 0 10K 0.6
potomciNP0 0.523544082634 33 0 10K 0.6
telF1 0.496480420567 33 0 10K 0.6
k3 0.71385555689 34 0 10K 0.6
k5 0.711453628474 34 0 10K 0.6
pBM4 0.432290751446 34 0 10K 0.6
pBM5 0.509163534339 34 0 10K 0.6
pBM6 0.470691991412 34 0 10K 0.6
potomciNP0 0.212820639079 34 0 10K 0.6
telF1 0.444091867017 34 0 10K 0.6
k3 0.718833747898 35 0 10K 0.6
k5 0.725441805645 35 0 10K 0.6
pBM4 0.310346676233 35 0 10K 0.6
pBM5 0.45446545604 35 0 10K 0.6
pBM6 0.515653654404 35 0 10K 0.6
potomciNP0 0.479754854881 35 0 10K 0.6
telF1 0.452623316492 35 0 10K 0.6
k3 0.709419155551 36 0 10K 0.6
k5 0.736912008096 36 0 10K 0.6
pBM4 0.502905761761 36 0 10K 0.6
pBM5 0.294119550128 36 0 10K 0.6
pBM6 0.446348046953 36 0 10K 0.6
potomciNP0 0.285811988808 36 0 10K 0.6
telF1 0.486974655961 36 0 10K 0.6
k3 0.678921683744 37 0 10K 0.6
k5 0.727069832212 37 0 10K 0.6
pBM4 0.212467162389 37 0 10K 0.6
pBM5 0.470758931373 37 0 10K 0.6
pBM6 0.222077676523 37 0 10K 0.6
potomciNP0 0.377826308609 37 0 10K 0.6
telF1 0.452987222034 37 0 10K 0.6
k3 0.701978076916 38 0 10K 0.6
k5 0.722651379888 38 0 10K 0.6
pBM4 0.0415752798947 38 0 10K 0.6
pBM5 0.172213274139 38 0 10K 0.6
pBM6 0.46598070611 38 0 10K 0.6
potomciNP0 0.453436258575 38 0 10K 0.6
telF1 0.500571707496 38 0 10K 0.6
k3 0.689226295845 39 0 10K 0.6
k5 0.699090653399 39 0 10K 0.6
pBM4 0.486948696374 39 0 10K 0.6
pBM5 0.0953149783603 39 0 10K 0.6
pBM6 0.158450173317 39 0 10K 0.6
potomciNP0 0.318456511227 39 0 10K 0.6
telF1 0.453410784529 39 0 10K 0.6
k3 0.699398925732 40 0 10K 0.6
k5 0.720626969122 40 0 10K 0.6
pBM4 0.410744095397 40 0 10K 0.6
pBM5 0.467820684599 40 0 10K 0.6
pBM6 0.110145029391 40 0 10K 0.6
potomciNP0 0.33909365574 40 0 10K 0.6
telF1 0.458615361072 40 0 10K 0.6
k3 0.656681360509 40 0 10K 0.6
k5 0.630727788909 40 0 10K 0.6
pBM4 0.716603135255 40 0 10K 0.6
pBM5 0.764495767251 40 0 10K 0.6
k3 0.788761373901 21 0 10K 0.6
k5 0.701074234749 21 0 10K 0.6
pBM4 0.803900984071 21 0 10K 0.6
pBM5 0.557976166781 21 0 10K 0.6
pBM6 0.75582098496 21 0 10K 0.6
potomciNP0 0.303640564982 21 0 10K 0.6
telF1 0.274982499756 21 0 10K 0.6
k3 0.748651435664 22 0 10K 0.6
k5 0.754185417309 22 0 10K 0.6
pBM4 0.486272176119 22 0 10K 0.6
pBM5 0.791761619051 22 0 10K 0.6
pBM6 0.674182831776 22 0 10K 0.6
potomciNP0 0.18239605565 22 0 10K 0.6
telF1 0.262379100257 22 0 10K 0.6
k3 0.743655758994 23 0 10K 0.6
k5 0.806173359848 23 0 10K 0.6
pBM4 0.500491874439 23 0 10K 0.6
pBM5 0.574379739362 23 0 10K 0.6
pBM6 0.792075872576 23 0 10K 0.6
potomciNP0 0.186324005818 23 0 10K 0.6
telF1 0.290952519469 23 0 10K 0.6
k3 0.766630770145 24 0 10K 0.6
k5 0.779510939446 24 0 10K 0.6
pBM4 0.453356522103 24 0 10K 0.6
pBM5 0.499433593941 24 0 10K 0.6
pBM6 0.666368199325 24 0 10K 0.6
potomciNP0 0.513863804228 24 0 10K 0.6
telF1 0.50142459594 24 0 10K 0.6
k3 0.754938396859 25 0 10K 0.6
k5 0.757009812062 25 0 10K 0.6
pBM4 0.163466686038 25 0 10K 0.6
pBM5 0.455797583037 25 0 10K 0.6
pBM6 0.481079325391 25 0 10K 0.6
potomciNP0 0.464646251365 25 0 10K 0.6
telF1 0.509142060198 25 0 10K 0.6
k3 0.739551466189 26 0 10K 0.6
k5 0.783810888556 26 0 10K 0.6
pBM4 0.1397372532 26 0 10K 0.6
pBM5 0.165950779503 26 0 10K 0.6
pBM6 0.506055143003 26 0 10K 0.6
potomciNP0 0.397979557149 26 0 10K 0.6
telF1 0.515921749437 26 0 10K 0.6
k3 0.744273782603 27 0 10K 0.6
k5 0.779800109601 27 0 10K 0.6
pBM4 0.46194470739 27 0 10K 0.6
pBM5 0.172989007679 27 0 10K 0.6
pBM6 0.214424366234 27 0 10K 0.6
potomciNP0 0.398876523791 27 0 10K 0.6
telF1 0.523280509265 27 0 10K 0.6
k3 0.739364238574 28 0 10K 0.6
k5 0.748435983522 28 0 10K 0.6
pBM4 0.468843144443 28 0 10K 0.6
pBM5 0.370325977256 28 0 10K 0.6
pBM6 0.23165101358 28 0 10K 0.6
potomciNP0 0.496226089618 28 0 10K 0.6
telF1 0.511737060049 28 0 10K 0.6
k3 0.717543410387 29 0 10K 0.6
k5 0.739953656029 29 0 10K 0.6
pBM4 0.363651728853 29 0 10K 0.6
pBM5 0.487935505859 29 0 10K 0.6
pBM6 0.357922742812 29 0 10K 0.6
potomciNP0 0.536291444932 29 0 10K 0.6
telF1 0.474491446714 29 0 10K 0.6
k3 0.712541166342 30 0 10K 0.6
k5 0.753184926848 30 0 10K 0.6
pBM4 0.487584567128 30 0 10K 0.6
pBM5 0.420674080609 30 0 10K 0.6
pBM6 0.407828531038 30 0 10K 0.6
potomciNP0 0.428083468922 30 0 10K 0.6
telF1 0.491269951367 30 0 10K 0.6
k3 0.701219046625 31 0 10K 0.6
k5 0.724134470971 31 0 10K 0.6
pBM4 0.0272979404953 31 0 10K 0.6
pBM5 0.547846099331 31 0 10K 0.6
pBM6 0.404953169887 31 0 10K 0.6
potomciNP0 0.329049909774 31 0 10K 0.6
telF1 0.465201310522 31 0 10K 0.6
k3 0.703567284605 32 0 10K 0.6
k5 0.720328650107 32 0 10K 0.6
pBM4 0.691054158408 32 0 10K 0.6
pBM5 0.0565650944714 32 0 10K 0.6
pBM6 0.503543837712 32 0 10K 0.6
potomciNP0 0.26818865119 32 0 10K 0.6
telF1 0.481953582897 32 0 10K 0.6
k3 0.695380850338 33 0 10K 0.6
k5 0.720521617379 33 0 10K 0.6
pBM4 0.293256779172 33 0 10K 0.6
pBM5 0.614074357166 33 0 10K 0.6
pBM6 0.00195357860937 33 0 10K 0.6
potomciNP0 0.405880977142 33 0 10K 0.6
telF1 0.422402453211 33 0 10K 0.6
k3 0.714384138542 34 0 10K 0.6
k5 0.712367786617 34 0 10K 0.6
pBM4 0.184130113355 34 0 10K 0.6
pBM5 0.281929508994 34 0 10K 0.6
pBM6 0.653419305065 34 0 10K 0.6
potomciNP0 0.344302645 34 0 10K 0.6
telF1 0.451213358289 34 0 10K 0.6
k3 0.683834973449 35 0 10K 0.6
k5 0.699367530733 35 0 10K 0.6
pBM4 0.357051355062 35 0 10K 0.6
pBM5 0.203656894789 35 0 10K 0.6
pBM6 0.179282640797 35 0 10K 0.6
potomciNP0 0.245525225289 35 0 10K 0.6
telF1 0.376939644564 35 0 10K 0.6
k3 0.691919059669 36 0 10K 0.6
k5 0.724456893919 36 0 10K 0.6
pBM4 0.394872569208 36 0 10K 0.6
pBM5 0.348479872224 36 0 10K 0.6
pBM6 0.247138107635 36 0 10K 0.6
potomciNP0 0.221412691721 36 0 10K 0.6
telF1 0.411580921031 36 0 10K 0.6
k3 0.685198962761 37 0 10K 0.6
k5 0.693141432446 37 0 10K 0.6
pBM4 0.358007963707 37 0 10K 0.6
pBM5 0.458199420012 37 0 10K 0.6
pBM6 0.340995878549 37 0 10K 0.6
potomciNP0 0.198360942312 37 0 10K 0.6
telF1 0.44202326987 37 0 10K 0.6
k3 0.675478874902 38 0 10K 0.6
k5 0.711484230316 38 0 10K 0.6
pBM4 0.378900485085 38 0 10K 0.6
pBM5 0.448278337468 38 0 10K 0.6
pBM6 0.539173285435 38 0 10K 0.6
potomciNP0 0.399874773345 38 0 10K 0.6
telF1 0.428573120937 38 0 10K 0.6
k3 0.680084975233 39 0 10K 0.6
k5 0.708536007378 39 0 10K 0.6
pBM4 0.28231925156 39 0 10K 0.6
pBM5 0.38078653164 39 0 10K 0.6
pBM6 0.493664687733 39 0 10K 0.6
potomciNP0 0.341759291484 39 0 10K 0.6
telF1 0.392623708271 39 0 10K 0.6
k3 0.670817563665 40 0 10K 0.6
k5 0.686314052112 40 0 10K 0.6
pBM4 0.141821260966 40 0 10K 0.6
pBM5 0.193351414242 40 0 10K 0.6
pBM6 0.35620290936 40 0 10K 0.6
potomciNP0 0.284140440054 40 0 10K 0.6
telF1 0.38081303425 40 0 10K 0.6
genTest1 0.222094076242 41 0 10K 0.6
gpb2 0.813312824229 41 0 10K 0.6
gpb3 0.528146155115 41 0 10K 0.6
gpb4 0.792994382287 41 0 10K 0.6
gpb5 0.862878328427 41 0 10K 0.6
k3 0.769819105707 41 0 10K 0.6
k5 0.764523343068 41 0 10K 0.6
pBM4 0.448293957765 41 0 10K 0.6
pBM5 0.33815432138 41 0 10K 0.6
pBM6 0.381022466027 41 0 10K 0.6
potomciNP0 0.61674814761 41 0 10K 0.6
telF1 0.467796290366 41 0 10K 0.6
genTest1 0.89079591026 42 0 10K 0.6
gpb2 0.280526975611 42 0 10K 0.6
gpb3 0.780886635922 42 0 10K 0.6
gpb4 0.320478134051 42 0 10K 0.6
gpb5 0.990870489169 42 0 10K 0.6
k3 0.771341264585 42 0 10K 0.6
k5 0.783030338682 42 0 10K 0.6
pBM4 0.592770161207 42 0 10K 0.6
pBM5 0.60037835232 42 0 10K 0.6
pBM6 0.398050782367 42 0 10K 0.6
potomciNP0 0.709390049524 42 0 10K 0.6
telF1 0.499166073929 42 0 10K 0.6
genTest1 0.8964596837 43 0 10K 0.6
gpb2 0.881242137075 43 0 10K 0.6
gpb3 0.487099612965 43 0 10K 0.6
gpb4 0.901062458431 43 0 10K 0.6
gpb5 0.91748827003 43 0 10K 0.6
k3 0.763918732666 43 0 10K 0.6
k5 0.844015125361 43 0 10K 0.6
pBM4 0.627863400089 43 0 10K 0.6
pBM5 0.59110307328 43 0 10K 0.6
pBM6 0.497783605266 43 0 10K 0.6
potomciNP0 0.711908390749 43 0 10K 0.6
telF1 0.504938690249 43 0 10K 0.6
genTest1 0.909781659345 44 0 10K 0.6
gpb2 0.911615788148 44 0 10K 0.6
gpb3 0.987138410625 44 0 10K 0.6
gpb4 0.483946030588 44 0 10K 0.6
gpb5 0.979460719746 44 0 10K 0.6
k3 0.764735647615 44 0 10K 0.6
k5 0.855709464203 44 0 10K 0.6
pBM4 0.641752058761 44 0 10K 0.6
pBM5 0.656473982449 44 0 10K 0.6
pBM6 0.6458520647 44 0 10K 0.6
potomciNP0 0.755337115352 44 0 10K 0.6
telF1 0.547829322617 44 0 10K 0.6
genTest1 0.905856257737 45 0 10K 0.6
gpb2 0.764103396662 45 0 10K 0.6
gpb3 0.965582268236 45 0 10K 0.6
gpb4 0.8634517953 45 0 10K 0.6
gpb5 0.987516621656 45 0 10K 0.6
k3 0.729175260005 45 0 10K 0.6
k5 0.842032912087 45 0 10K 0.6
pBM4 0.757414544033 45 0 10K 0.6
pBM5 0.619966351245 45 0 10K 0.6
pBM6 0.688219058546 45 0 10K 0.6
potomciNP0 0.780867696213 45 0 10K 0.6
telF1 0.603319941923 45 0 10K 0.6
genTest1 0.908061278899 46 0 10K 0.6
gpb2 0.913053230886 46 0 10K 0.6
gpb3 0.613068451885 46 0 10K 0.6
gpb4 0.970834098702 46 0 10K 0.6
gpb5 0.913679489624 46 0 10K 0.6
k3 0.740441462613 46 0 10K 0.6
k5 0.834199832334 46 0 10K 0.6
pBM4 0.565486990221 46 0 10K 0.6
pBM5 0.730712322778 46 0 10K 0.6
pBM6 0.681808233237 46 0 10K 0.6
potomciNP0 0.591526015267 46 0 10K 0.6
telF1 0.63826565189 46 0 10K 0.6
genTest1 0.864699754973 47 0 10K 0.6
gpb2 0.457609810662 47 0 10K 0.6
gpb3 0.837691326825 47 0 10K 0.6
gpb4 0.834048060529 47 0 10K 0.6
gpb5 0.998432261077 47 0 10K 0.6
k3 0.757871780047 47 0 10K 0.6
k5 0.805982845726 47 0 10K 0.6
pBM4 0.558064441939 47 0 10K 0.6
pBM5 0.622355938819 47 0 10K 0.6
pBM6 0.722915778042 47 0 10K 0.6
potomciNP0 0.716784025326 47 0 10K 0.6
telF1 0.560573115817 47 0 10K 0.6
genTest1 0.892091004747 48 0 10K 0.6
gpb2 0.754973877054 48 0 10K 0.6
gpb3 0.503174549155 48 0 10K 0.6
gpb4 0.896335959299 48 0 10K 0.6
gpb5 0.986346082199 48 0 10K 0.6
k3 0.776675848138 48 0 10K 0.6
k5 0.820533844986 48 0 10K 0.6
pBM4 0.594751674523 48 0 10K 0.6
pBM5 0.590420853127 48 0 10K 0.6
pBM6 0.592589354799 48 0 10K 0.6
potomciNP0 0.625676060107 48 0 10K 0.6
telF1 0.491066323428 48 0 10K 0.6
genTest1 0.914048606639 49 0 10K 0.6
gpb2 0.00449121139176 49 0 10K 0.6
gpb3 0.834293469194 49 0 10K 0.6
gpb4 0.305093120347 49 0 10K 0.6
gpb5 0.972834168779 49 0 10K 0.6
k3 0.727446944396 49 0 10K 0.6
k5 0.82731215157 49 0 10K 0.6
pBM4 0.561117142522 49 0 10K 0.6
pBM5 0.588489047768 49 0 10K 0.6
pBM6 0.595717486119 49 0 10K 0.6
potomciNP0 0.614750776374 49 0 10K 0.6
telF1 0.485320520605 49 0 10K 0.6
genTest1 0.893414841277 50 0 10K 0.6
gpb2 0.497192938278 50 0 10K 0.6
gpb3 0.435082432468 50 0 10K 0.6
gpb4 0.784818267961 50 0 10K 0.6
gpb5 0.655812445517 50 0 10K 0.6
k3 0.739221447978 50 0 10K 0.6
k5 0.836988616997 50 0 10K 0.6
pBM4 0.584360120697 50 0 10K 0.6
pBM5 0.552102890893 50 0 10K 0.6
pBM6 0.499750904522 50 0 10K 0.6
potomciNP0 0.7224469607 50 0 10K 0.6
telF1 0.489710129399 50 0 10K 0.6
genTest1 0.90739432772 51 0 10K 0.6
gpb2 0.418602790323 51 0 10K 0.6
gpb3 0.840431842101 51 0 10K 0.6
gpb4 0.389203128482 51 0 10K 0.6
gpb5 0.973535488392 51 0 10K 0.6
k3 0.733024210667 51 0 10K 0.6
k5 0.807094470418 51 0 10K 0.6
pBM4 0.626708082844 51 0 10K 0.6
pBM5 0.533376185288 51 0 10K 0.6
pBM6 0.593394521418 51 0 10K 0.6
potomciNP0 0.640475906119 51 0 10K 0.6
telF1 0.529528452476 51 0 10K 0.6
genTest1 0.869341136446 52 0 10K 0.6
gpb2 0.870028227387 52 0 10K 0.6
gpb3 0.402524049538 52 0 10K 0.6
gpb4 0.882481537408 52 0 10K 0.6
gpb5 0.965520749568 52 0 10K 0.6
k3 0.738146845717 52 0 10K 0.6
k5 0.81788437307 52 0 10K 0.6
pBM4 0.347527935447 52 0 10K 0.6
pBM5 0.635629992046 52 0 10K 0.6
pBM6 0.599191483486 52 0 10K 0.6
potomciNP0 0.716436479738 52 0 10K 0.6
telF1 0.494161449995 52 0 10K 0.6
genTest1 0.882426961487 53 0 10K 0.6
gpb2 -0.0794581096031 53 0 10K 0.6
gpb3 0.935709134415 53 0 10K 0.6
gpb4 0.587404986794 53 0 10K 0.6
gpb5 0.97891499778 53 0 10K 0.6
k3 0.735408170126 53 0 10K 0.6
k5 0.824395702229 53 0 10K 0.6
pBM4 0.558410814155 53 0 10K 0.6
pBM5 0.462846611692 53 0 10K 0.6
pBM6 0.633944156962 53 0 10K 0.6
potomciNP0 0.705303941793 53 0 10K 0.6
telF1 0.542877962301 53 0 10K 0.6
genTest1 0.922826840069 54 0 10K 0.6
gpb2 0.742036372624 54 0 10K 0.6
gpb3 -0.016216791343 54 0 10K 0.6
gpb4 0.96709522218 54 0 10K 0.6
gpb5 0.927100383227 54 0 10K 0.6
k3 0.720240011989 54 0 10K 0.6
k5 0.806575118578 54 0 10K 0.6
pBM4 0.616367847465 54 0 10K 0.6
pBM5 0.609600193438 54 0 10K 0.6
pBM6 0.373542282024 54 0 10K 0.6
potomciNP0 0.667480334528 54 0 10K 0.6
telF1 0.53358383304 54 0 10K 0.6
genTest1 0.85500048229 55 0 10K 0.6
gpb2 0.691232529203 55 0 10K 0.6
gpb3 0.806707776561 55 0 10K 0.6
gpb4 -0.0665306208014 55 0 10K 0.6
gpb5 0.961407074997 55 0 10K 0.6
k3 0.743874742949 55 0 10K 0.6
k5 0.812742115948 55 0 10K 0.6
pBM4 0.694258502982 55 0 10K 0.6
pBM5 0.639042546259 55 0 10K 0.6
pBM6 0.657871705805 55 0 10K 0.6
potomciNP0 0.650099889075 55 0 10K 0.6
telF1 0.504520007374 55 0 10K 0.6
genTest1 0.891376799844 56 0 10K 0.6
gpb2 0.458278158808 56 0 10K 0.6
gpb3 0.912519147413 56 0 10K 0.6
gpb4 0.813757056203 56 0 10K 0.6
gpb5 0.759364207435 56 0 10K 0.6
k3 0.736629331731 56 0 10K 0.6
k5 0.806903064584 56 0 10K 0.6
pBM4 0.654089175872 56 0 10K 0.6
pBM5 0.692998284184 56 0 10K 0.6
pBM6 0.649205653046 56 0 10K 0.6
potomciNP0 0.635369063997 56 0 10K 0.6
telF1 0.520805443394 56 0 10K 0.6
genTest1 0.920397115338 57 0 10K 0.6
gpb2 0.916745553414 57 0 10K 0.6
gpb3 0.21831091384 57 0 10K 0.6
gpb4 0.982628303498 57 0 10K 0.6
gpb5 0.825480351498 57 0 10K 0.6
k3 0.725588459177 57 0 10K 0.6
k5 0.810553359063 57 0 10K 0.6
pBM4 0.50690750687 57 0 10K 0.6
pBM5 0.686577993794 57 0 10K 0.6
pBM6 0.7134729101 57 0 10K 0.6
potomciNP0 0.681140430903 57 0 10K 0.6
telF1 0.478636733695 57 0 10K 0.6
genTest1 0.818429759503 58 0 10K 0.6
gpb2 0.985623442964 58 0 10K 0.6
gpb3 0.834493523635 58 0 10K 0.6
gpb4 -0.0892633786734 58 0 10K 0.6
gpb5 0.97032041519 58 0 10K 0.6
k3 0.732800530777 58 0 10K 0.6
k5 0.809182708549 58 0 10K 0.6
pBM4 0.678158705636 58 0 10K 0.6
pBM5 0.542085045417 58 0 10K 0.6
pBM6 0.668670435081 58 0 10K 0.6
potomciNP0 0.58327952499 58 0 10K 0.6
telF1 0.48792390177 58 0 10K 0.6
genTest1 0.833845207219 59 0 10K 0.6
gpb2 0.347112274115 59 0 10K 0.6
gpb3 0.936912567568 59 0 10K 0.6
gpb4 0.913635862305 59 0 10K 0.6
gpb5 0.963883265191 59 0 10K 0.6
k3 0.710766454012 59 0 10K 0.6
k5 0.816001690404 59 0 10K 0.6
pBM4 0.534241042762 59 0 10K 0.6
pBM5 0.635315701819 59 0 10K 0.6
pBM6 0.518888281312 59 0 10K 0.6
potomciNP0 0.737606630867 59 0 10K 0.6
telF1 0.498868663896 59 0 10K 0.6
genTest1 0.886147588058 60 0 10K 0.6
gpb2 0.752753938967 60 0 10K 0.6
gpb3 -0.00624541514268 60 0 10K 0.6
gpb4 0.978966928966 60 0 10K 0.6
gpb5 0.82325181559 60 0 10K 0.6
k3 0.719926428214 60 0 10K 0.6
k5 0.814138677271 60 0 10K 0.6
pBM4 0.391289741299 60 0 10K 0.6
pBM5 0.584054868934 60 0 10K 0.6
pBM6 0.637683348432 60 0 10K 0.6
potomciNP0 0.691214876392 60 0 10K 0.6
telF1 0.474605715758 60 0 10K 0.6
k3 0.793199603744 21 0 10K 1
k5 0.693529913753 21 0 10K 1
pBM4 0.762849820715 21 0 10K 1
pBM5 0.591466069339 21 0 10K 1
pBM6 0.691009956219 21 0 10K 1
potomciNP0 0.268178292175 21 0 10K 1
telF1 0.304836435397 21 0 10K 1
k3 0.744357716807 22 0 10K 1
k5 0.732495421153 22 0 10K 1
pBM4 0.324386269386 22 0 10K 1
pBM5 0.775824203703 22 0 10K 1
pBM6 0.697768169924 22 0 10K 1
potomciNP0 0.397773960636 22 0 10K 1
telF1 0.269591750954 22 0 10K 1
k3 0.740045952181 23 0 10K 1
k5 0.810216203971 23 0 10K 1
pBM4 0.509460592651 23 0 10K 1
pBM5 0.354193654616 23 0 10K 1
pBM6 0.798137448956 23 0 10K 1
potomciNP0 0.20142472262 23 0 10K 1
telF1 0.326091794788 23 0 10K 1
k3 0.767314102659 24 0 10K 1
k5 0.76815065613 24 0 10K 1
pBM4 0.587289297533 24 0 10K 1
pBM5 0.508721186607 24 0 10K 1
pBM6 0.387503374584 24 0 10K 1
potomciNP0 0.354746171629 24 0 10K 1
telF1 0.518681986781 24 0 10K 1
k3 0.748086964343 25 0 10K 1
k5 0.749866075188 25 0 10K 1
pBM4 0.523217534972 25 0 10K 1
pBM5 0.608803171093 25 0 10K 1
pBM6 0.570347161122 25 0 10K 1
potomciNP0 0.549587009271 25 0 10K 1
telF1 0.543131422888 25 0 10K 1
k3 0.745639403751 26 0 10K 1
k5 0.769948479373 26 0 10K 1
pBM4 0.257520892419 26 0 10K 1
pBM5 0.511342564388 26 0 10K 1
pBM6 0.586353356716 26 0 10K 1
potomciNP0 0.400003163731 26 0 10K 1
telF1 0.565951942826 26 0 10K 1
k3 0.757456367979 27 0 10K 1
k5 0.759991546802 27 0 10K 1
pBM4 0.278504928787 27 0 10K 1
pBM5 0.338658396601 27 0 10K 1
pBM6 0.467775282641 27 0 10K 1
potomciNP0 0.40916818243 27 0 10K 1
telF1 0.473317530947 27 0 10K 1
k3 0.760132859866 28 0 10K 1
k5 0.750674511763 28 0 10K 1
pBM4 0.221230470435 28 0 10K 1
pBM5 0.275009714232 28 0 10K 1
pBM6 0.35370536911 28 0 10K 1
potomciNP0 0.359166603375 28 0 10K 1
telF1 0.530537900176 28 0 10K 1
k3 0.737084122172 29 0 10K 1
k5 0.762579137835 29 0 10K 1
pBM4 0.275082078748 29 0 10K 1
pBM5 0.273267265544 29 0 10K 1
pBM6 0.295369145999 29 0 10K 1
potomciNP0 0.485802881596 29 0 10K 1
telF1 0.499937250991 29 0 10K 1
k3 0.727639216442 30 0 10K 1
k5 0.760641844005 30 0 10K 1
pBM4 0.435646632864 30 0 10K 1
pBM5 0.209915454829 30 0 10K 1
pBM6 0.27076315758 30 0 10K 1
potomciNP0 0.505832987333 30 0 10K 1
telF1 0.508068583238 30 0 10K 1
k3 0.705278526632 31 0 10K 1
k5 0.739605881906 31 0 10K 1
